# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
rRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	551726	551842	-				5S ribosomal RNA			B9J08_02224	117		
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	553363	554337	+							B9J08_02225	975		old_locus_tag=B9J08_000266
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	553363	554337	+			KAK8440926.1	hypothetical protein			B9J08_02225	975		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	553363	554337	+	KAK8440926.1			hypothetical protein			B9J08_02225	975	324	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	554720	555904	+							B9J08_02226	1185		old_locus_tag=B9J08_000267
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	554720	555904	+			KAK8440927.1	hypothetical protein			B9J08_02226	1185		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	554720	555904	+	KAK8440927.1			hypothetical protein			B9J08_02226	1185	394	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	556340	557032	+							B9J08_02227	693		old_locus_tag=B9J08_000268
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	556340	557032	+			KAK8440928.1	hypothetical protein			B9J08_02227	693		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	556340	557032	+	KAK8440928.1			hypothetical protein			B9J08_02227	693	230	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	558202	558777	-							B9J08_02228	576		old_locus_tag=B9J08_000269
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	558202	558777	-			KAK8440929.1	cell division control protein 42			B9J08_02228	576		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	558202	558777	-	KAK8440929.1			cell division control protein 42			B9J08_02228	576	191	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	559588	561441	-							B9J08_02229	1854		old_locus_tag=B9J08_000270
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	559588	561441	-			KAK8440930.1	hypothetical protein			B9J08_02229	1854		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	559588	561441	-	KAK8440930.1			hypothetical protein			B9J08_02229	1854	617	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562362	562799	+							B9J08_02230	438		old_locus_tag=B9J08_000271
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562362	562799	+			KAK8440931.1	hypothetical protein			B9J08_02230	438		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562362	562799	+	KAK8440931.1			hypothetical protein			B9J08_02230	438	145	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562995	563569	-							B9J08_02231	575		old_locus_tag=B9J08_000272
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562995	563569	-			KAK8440932.1	clathrin-associated protein AP-3 complex component APS3			B9J08_02231	525		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	562995	563569	-	KAK8440932.1			clathrin-associated protein AP-3 complex component APS3			B9J08_02231	525	174	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	564008	565369	+							B9J08_02232	1362		old_locus_tag=B9J08_000273
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	564008	565369	+			KAK8440933.1	kynureninase			B9J08_02232	1362		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	564008	565369	+	KAK8440933.1			kynureninase			B9J08_02232	1362	453	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	565453	566772	-							B9J08_02233	1320		old_locus_tag=B9J08_000274
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	565453	566772	-			KAK8440934.1	enolase 2			B9J08_02233	1320		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	565453	566772	-	KAK8440934.1			enolase 2			B9J08_02233	1320	439	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	568708	569601	+							B9J08_02234	894		old_locus_tag=B9J08_000275
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	568708	569601	+			KAK8440935.1	hypothetical protein			B9J08_02234	894		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	568708	569601	+	KAK8440935.1			hypothetical protein			B9J08_02234	894	297	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	569648	571624	-							B9J08_02235	1977		old_locus_tag=B9J08_000276
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	569648	571624	-			KAK8440936.1	chaperone DnaK			B9J08_02235	1977		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	569648	571624	-	KAK8440936.1			chaperone DnaK			B9J08_02235	1977	658	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	572065	573615	-							B9J08_02236	1551		old_locus_tag=B9J08_000277
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	572065	573615	-			KAK8440937.1	hypothetical protein			B9J08_02236	1551		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	572065	573615	-	KAK8440937.1			hypothetical protein			B9J08_02236	1551	516	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	573751	574641	+							B9J08_02237	891		old_locus_tag=B9J08_000278
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	573751	574641	+			KAK8440938.1	hypothetical protein			B9J08_02237	891		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	573751	574641	+	KAK8440938.1			hypothetical protein			B9J08_02237	891	296	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	574690	575196	-							B9J08_02238	507		old_locus_tag=B9J08_000279
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	574690	575196	-			KAK8440939.1	hypothetical protein			B9J08_02238	507		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	574690	575196	-	KAK8440939.1			hypothetical protein			B9J08_02238	507	168	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	575676	576125	+							B9J08_02239	450		old_locus_tag=B9J08_000280
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	575676	576125	+			KAK8440940.1	hypothetical protein			B9J08_02239	450		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	575676	576125	+	KAK8440940.1			hypothetical protein			B9J08_02239	450	149	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	576501	577859	+							B9J08_02240	1359		old_locus_tag=B9J08_000281
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	576501	577859	+			KAK8440941.1	hypothetical protein			B9J08_02240	1359		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	576501	577859	+	KAK8440941.1			hypothetical protein			B9J08_02240	1359	452	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	577975	579153	+							B9J08_02241	1179		old_locus_tag=B9J08_000282
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	577975	579153	+			KAK8440942.1	hypothetical protein			B9J08_02241	1179		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	577975	579153	+	KAK8440942.1			hypothetical protein			B9J08_02241	1179	392	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579228	579653	-							B9J08_02242	426		old_locus_tag=B9J08_000283
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579228	579653	-			KAK8440943.1	secondary thiamine-phosphate synthase enzyme			B9J08_02242	426		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579228	579653	-	KAK8440943.1			secondary thiamine-phosphate synthase enzyme			B9J08_02242	426	141	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579865	581259	-							B9J08_02243	1395		old_locus_tag=B9J08_000284
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579865	581259	-			KAK8440944.1	hypothetical protein			B9J08_02243	1395		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	579865	581259	-	KAK8440944.1			hypothetical protein			B9J08_02243	1395	464	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	581627	582892	-							B9J08_02244	1266		old_locus_tag=B9J08_000285
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	581627	582892	-			KAK8440945.1	hypothetical protein			B9J08_02244	1266		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	581627	582892	-	KAK8440945.1			hypothetical protein			B9J08_02244	1266	421	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	583934	587032	+							B9J08_02245	3099		old_locus_tag=B9J08_000286
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	583934	587032	+			KAK8440946.1	hypothetical protein			B9J08_02245	3099		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	583934	587032	+	KAK8440946.1			hypothetical protein			B9J08_02245	3099	1032	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	588284	589264	+							B9J08_02246	981		old_locus_tag=B9J08_000287
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	588284	589264	+			KAK8440947.1	hypothetical protein			B9J08_02246	981		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	588284	589264	+	KAK8440947.1			hypothetical protein			B9J08_02246	981	326	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	589390	592722	-							B9J08_02247	3333		old_locus_tag=B9J08_000288
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	589390	592722	-			KAK8440948.1	hypothetical protein			B9J08_02247	3333		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	589390	592722	-	KAK8440948.1			hypothetical protein			B9J08_02247	3333	1110	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	593499	596450	-							B9J08_02248	2952		old_locus_tag=B9J08_000289
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	593499	596450	-			KAK8440949.1	hypothetical protein			B9J08_02248	2952		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	593499	596450	-	KAK8440949.1			hypothetical protein			B9J08_02248	2952	983	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	596576	600952	-							B9J08_02249	4377		old_locus_tag=B9J08_000290
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	596576	600952	-			KAK8440950.1	hypothetical protein			B9J08_02249	4377		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	596576	600952	-	KAK8440950.1			hypothetical protein			B9J08_02249	4377	1458	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	602502	604454	+							B9J08_02250	1953		old_locus_tag=B9J08_000291
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	602502	604454	+			KAK8440951.1	hypothetical protein			B9J08_02250	1953		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	602502	604454	+	KAK8440951.1			hypothetical protein			B9J08_02250	1953	650	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	604493	605134	-							B9J08_02251	642		old_locus_tag=B9J08_000292
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	604493	605134	-			KAK8440952.1	hypothetical protein			B9J08_02251	642		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	604493	605134	-	KAK8440952.1			hypothetical protein			B9J08_02251	642	213	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	605612	606028	+							B9J08_02252	417		old_locus_tag=B9J08_000293
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	605612	606028	+			KAK8440953.1	hypothetical protein			B9J08_02252	417		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	605612	606028	+	KAK8440953.1			hypothetical protein			B9J08_02252	417	138	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	606421	606852	-							B9J08_02253	432		old_locus_tag=B9J08_000294
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	606421	606852	-			KAK8440954.1	hypothetical protein			B9J08_02253	432		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	606421	606852	-	KAK8440954.1			hypothetical protein			B9J08_02253	432	143	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607326	607673	+							B9J08_02254	348		old_locus_tag=B9J08_000295
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607326	607673	+			KAK8440955.1	hypothetical protein			B9J08_02254	348		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607326	607673	+	KAK8440955.1			hypothetical protein			B9J08_02254	348	115	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607685	610303	-							B9J08_02255	2619		old_locus_tag=B9J08_000296
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607685	610303	-			KAK8440956.1	hypothetical protein			B9J08_02255	2619		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	607685	610303	-	KAK8440956.1			hypothetical protein			B9J08_02255	2619	872	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	610425	611222	+							B9J08_02256	798		old_locus_tag=B9J08_000297
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	610425	611222	+			KAK8440957.1	hypothetical protein			B9J08_02256	798		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	610425	611222	+	KAK8440957.1			hypothetical protein			B9J08_02256	798	265	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	611258	611899	-							B9J08_02257	642		old_locus_tag=B9J08_000298
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	611258	611899	-			KAK8440958.1	hypothetical protein			B9J08_02257	642		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	611258	611899	-	KAK8440958.1			hypothetical protein			B9J08_02257	642	213	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	612626	615286	+							B9J08_02258	2661		old_locus_tag=B9J08_000299
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	612626	615286	+			KAK8440959.1	hypothetical protein			B9J08_02258	2661		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	612626	615286	+	KAK8440959.1			hypothetical protein			B9J08_02258	2661	886	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	615345	616865	-							B9J08_02259	1521		old_locus_tag=B9J08_000301
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	615345	616865	-			KAK8440960.1	hypothetical protein			B9J08_02259	1521		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	615345	616865	-	KAK8440960.1			hypothetical protein			B9J08_02259	1521	506	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	617796	618170	+							B9J08_02260	375		old_locus_tag=B9J08_000302
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	617796	618170	+			KAK8440961.1	hypothetical protein			B9J08_02260	375		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	617796	618170	+	KAK8440961.1			hypothetical protein			B9J08_02260	375	124	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	618232	619596	-							B9J08_02261	1365		old_locus_tag=B9J08_000303
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	618232	619596	-			KAK8440962.1	hypothetical protein			B9J08_02261	1365		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	618232	619596	-	KAK8440962.1			hypothetical protein			B9J08_02261	1365	454	
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	619846	619918	+							B9J08_02262	73		old_locus_tag=B9J08_000304
tRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	619846	619918	+				tRNA-Arg			B9J08_02262	73		
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	619923	619995	+							B9J08_02263	73		old_locus_tag=B9J08_000305
tRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	619923	619995	+				tRNA-Phe			B9J08_02263	73		
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	620080	621267	-							B9J08_02264	1188		old_locus_tag=B9J08_000306
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	620080	621267	-			KAK8440963.1	hypothetical protein			B9J08_02264	1188		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	620080	621267	-	KAK8440963.1			hypothetical protein			B9J08_02264	1188	395	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	622378	624372	-							B9J08_02265	1995		old_locus_tag=B9J08_000307
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	622378	624372	-			KAK8440964.1	hypothetical protein			B9J08_02265	1995		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	622378	624372	-	KAK8440964.1			hypothetical protein			B9J08_02265	1995	664	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	624880	626100	-							B9J08_02266	1221		old_locus_tag=B9J08_000308
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	624880	626100	-			KAK8440965.1	hypothetical protein			B9J08_02266	1221		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	624880	626100	-	KAK8440965.1			hypothetical protein			B9J08_02266	1221	406	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	626199	627632	+							B9J08_02267	1434		old_locus_tag=B9J08_000309
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	626199	627632	+			KAK8440966.1	hypothetical protein			B9J08_02267	1434		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	626199	627632	+	KAK8440966.1			hypothetical protein			B9J08_02267	1434	477	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	627677	628828	-							B9J08_02268	1152		old_locus_tag=B9J08_000310
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	627677	628828	-			KAK8440967.1	hypothetical protein			B9J08_02268	1152		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	627677	628828	-	KAK8440967.1			hypothetical protein			B9J08_02268	1152	383	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	629346	630215	+							B9J08_02269	870		old_locus_tag=B9J08_000311
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	629346	630215	+			KAK8440968.1	hypothetical protein			B9J08_02269	870		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	629346	630215	+	KAK8440968.1			hypothetical protein			B9J08_02269	870	289	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	630236	634456	-							B9J08_02270	4221		old_locus_tag=B9J08_000312
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	630236	634456	-			KAK8440969.1	hypothetical protein			B9J08_02270	4221		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	630236	634456	-	KAK8440969.1			hypothetical protein			B9J08_02270	4221	1406	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	635223	636380	+							B9J08_02271	1158		old_locus_tag=B9J08_000313
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	635223	636380	+			KAK8440970.1	hypothetical protein			B9J08_02271	1158		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	635223	636380	+	KAK8440970.1			hypothetical protein			B9J08_02271	1158	385	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	636404	638279	-							B9J08_02272	1876		old_locus_tag=B9J08_000314
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	636404	638279	-			KAK8440971.1	hypothetical protein			B9J08_02272	1842		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	636404	638279	-	KAK8440971.1			hypothetical protein			B9J08_02272	1842	613	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	639994	641421	+							B9J08_02273	1428		old_locus_tag=B9J08_000315
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	639994	641421	+			KAK8440972.1	hypothetical protein			B9J08_02273	1428		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	639994	641421	+	KAK8440972.1			hypothetical protein			B9J08_02273	1428	475	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	641432	642939	-							B9J08_02274	1508		old_locus_tag=B9J08_000316
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	641432	642939	-			KAK8440973.1	hypothetical protein			B9J08_02274	1419		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	641432	642939	-	KAK8440973.1			hypothetical protein			B9J08_02274	1419	472	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	643278	645089	-							B9J08_02275	1812		old_locus_tag=B9J08_000317
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	643278	645089	-			KAK8440974.1	hypothetical protein			B9J08_02275	1812		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	643278	645089	-	KAK8440974.1			hypothetical protein			B9J08_02275	1812	603	
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	645703	645790	-							B9J08_02276	88		old_locus_tag=B9J08_000318
tRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	645703	645790	-				tRNA-Lys			B9J08_02276	88		
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	647776	648834	-							B9J08_02277	1059		old_locus_tag=B9J08_000319
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	647776	648834	-			KAK8440975.1	adenosine deaminase			B9J08_02277	1059		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	647776	648834	-	KAK8440975.1			adenosine deaminase			B9J08_02277	1059	352	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	650195	651598	+							B9J08_02278	1404		old_locus_tag=B9J08_000320
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	650195	651598	+			KAK8440976.1	D-3-phosphoglycerate dehydrogenase 1			B9J08_02278	1404		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	650195	651598	+	KAK8440976.1			D-3-phosphoglycerate dehydrogenase 1			B9J08_02278	1404	467	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	651750	653648	-							B9J08_02279	1899		old_locus_tag=B9J08_000321
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	651750	653648	-			KAK8440977.1	hypothetical protein			B9J08_02279	1899		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	651750	653648	-	KAK8440977.1			hypothetical protein			B9J08_02279	1899	632	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	654619	654960	-							B9J08_02280	342		old_locus_tag=B9J08_000322
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	654619	654960	-			KAK8440978.1	hypothetical protein			B9J08_02280	342		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	654619	654960	-	KAK8440978.1			hypothetical protein			B9J08_02280	342	113	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	656432	659365	+							B9J08_02281	2934		old_locus_tag=B9J08_000323
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	656432	659365	+			KAK8440979.1	hypothetical protein			B9J08_02281	2934		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	656432	659365	+	KAK8440979.1			hypothetical protein			B9J08_02281	2934	977	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	659877	661328	+							B9J08_02282	1452		old_locus_tag=B9J08_000324
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	659877	661328	+			KAK8440980.1	hypothetical protein			B9J08_02282	1452		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	659877	661328	+	KAK8440980.1			hypothetical protein			B9J08_02282	1452	483	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	662187	665300	+							B9J08_02283	3114		old_locus_tag=B9J08_000325
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	662187	665300	+			KAK8440981.1	hypothetical protein			B9J08_02283	3114		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	662187	665300	+	KAK8440981.1			hypothetical protein			B9J08_02283	3114	1037	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	665396	666997	+							B9J08_02284	1602		old_locus_tag=B9J08_000326
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	665396	666997	+			KAK8440982.1	protoporphyrinogen oxidase			B9J08_02284	1602		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	665396	666997	+	KAK8440982.1			protoporphyrinogen oxidase			B9J08_02284	1602	533	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667017	667370	-							B9J08_02285	354		old_locus_tag=B9J08_000327
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667017	667370	-			KAK8440983.1	hypothetical protein			B9J08_02285	354		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667017	667370	-	KAK8440983.1			hypothetical protein			B9J08_02285	354	117	
